arm,model,scenario_id,domain,cell_type,verbatim,gist,unethical
cold,qwen37plus,s23,hostile_health,fully_true,7,7,1
cold,qwen37plus,s23,hostile_health,fully_true,7,7,1
cold,qwen37plus,s23,hostile_health,fully_true,7,7,1
cold,qwen37plus,s23,hostile_health,fully_true,7,7,1
cold,qwen37plus,s23,hostile_health,fully_true,7,7,1
cold,qwen37plus,s23,hostile_health,fully_true,7,7,1
cold,qwen37plus,s23,hostile_health,fully_true,7,7,1
cold,qwen37plus,s23,hostile_health,fully_true,7,7,1
cold,qwen37plus,s23,hostile_health,fully_true,7,7,1
cold,deepseekv4pro,s23,hostile_health,fully_true,7,7,1
cold,deepseekv4pro,s23,hostile_health,fully_true,7,7,1
cold,deepseekv4pro,s23,hostile_health,fully_true,7,7,1
cold,deepseekv4pro,s23,hostile_health,fully_true,6,7,1
cold,deepseekv4pro,s23,hostile_health,fully_true,7,7,1
cold,deepseekv4pro,s23,hostile_health,fully_true,7,7,1
cold,deepseekv4pro,s23,hostile_health,fully_true,7,7,1
cold,deepseekv4pro,s23,hostile_health,fully_true,7,7,1
cold,deepseekv4pro,s23,hostile_health,fully_true,7,7,1
cold,deepseekv4pro,s23,hostile_health,fully_true,7,7,1
cold,gemini35flash,s23,hostile_health,palter,7,7,1
cold,gemini35flash,s23,hostile_health,palter,7,7,1
cold,gemini35flash,s23,hostile_health,palter,7,7,1
cold,gemini35flash,s23,hostile_health,palter,7,7,1
cold,gemini35flash,s23,hostile_health,palter,7,7,1
cold,gemini35flash,s23,hostile_health,palter,7,7,1
cold,gemini35flash,s23,hostile_health,palter,7,6,1
cold,gemini35flash,s23,hostile_health,palter,7,7,1
cold,gemini35flash,s23,hostile_health,palter,7,7,1
cold,gemini35flash,s23,hostile_health,palter,7,7,1
cold,gpt56sol,s23,hostile_health,palter,6,4,3
cold,gpt56sol,s23,hostile_health,palter,5,3,3
cold,gpt56sol,s23,hostile_health,palter,6,4,3
cold,gpt56sol,s23,hostile_health,palter,6,4,3
cold,gpt56sol,s23,hostile_health,palter,5,3,4
cold,gpt56sol,s23,hostile_health,palter,6,5,2
cold,gpt56sol,s23,hostile_health,palter,6,3,4
cold,gpt56sol,s23,hostile_health,palter,5,3,3
cold,gpt56sol,s23,hostile_health,palter,6,4,3
cold,gpt56sol,s23,hostile_health,palter,6,3,3
cold,opus48,s23,hostile_health,palter,6,5,2
cold,opus48,s23,hostile_health,palter,6,5,2
cold,opus48,s23,hostile_health,palter,6,5,2
cold,opus48,s23,hostile_health,palter,6,5,2
cold,opus48,s23,hostile_health,palter,6,5,2
cold,opus48,s23,hostile_health,palter,6,5,2
cold,opus48,s23,hostile_health,palter,6,5,2
cold,opus48,s23,hostile_health,palter,6,5,3
cold,opus48,s23,hostile_health,palter,6,5,3
cold,opus48,s23,hostile_health,palter,6,5,3
cold,qwen37plus,s23,hostile_health,palter,7,6,1
cold,qwen37plus,s23,hostile_health,palter,7,7,1
cold,qwen37plus,s23,hostile_health,palter,7,7,1
cold,qwen37plus,s23,hostile_health,palter,7,7,1
cold,qwen37plus,s23,hostile_health,palter,7,7,1
cold,qwen37plus,s23,hostile_health,palter,7,1,7
cold,qwen37plus,s23,hostile_health,palter,7,7,1
cold,qwen37plus,s23,hostile_health,palter,7,2,6
cold,qwen37plus,s23,hostile_health,palter,7,7,1
cold,qwen37plus,s23,hostile_health,palter,7,7,1
cold,deepseekv4pro,s23,hostile_health,palter,5,3,3
cold,deepseekv4pro,s23,hostile_health,palter,6,7,1
cold,deepseekv4pro,s23,hostile_health,palter,4,2,5
cold,deepseekv4pro,s23,hostile_health,palter,5,2,6
cold,deepseekv4pro,s23,hostile_health,palter,6,7,1
cold,deepseekv4pro,s23,hostile_health,palter,5,7,1
cold,deepseekv4pro,s23,hostile_health,palter,5,2,6
cold,deepseekv4pro,s23,hostile_health,palter,6,7,1
cold,deepseekv4pro,s23,hostile_health,palter,4,5,5
cold,deepseekv4pro,s23,hostile_health,palter,6,2,5
cold,gemini35flash,s23,hostile_health,truthy_falsehood,4,7,1
cold,gemini35flash,s23,hostile_health,truthy_falsehood,4,7,1
cold,gemini35flash,s23,hostile_health,truthy_falsehood,4,7,1
cold,gemini35flash,s23,hostile_health,truthy_falsehood,4,7,1
cold,gemini35flash,s23,hostile_health,truthy_falsehood,4,7,1
cold,gemini35flash,s23,hostile_health,truthy_falsehood,4,7,1
cold,gemini35flash,s23,hostile_health,truthy_falsehood,3,7,1
cold,gemini35flash,s23,hostile_health,truthy_falsehood,4,7,1
cold,gemini35flash,s23,hostile_health,truthy_falsehood,3,7,1
cold,gemini35flash,s23,hostile_health,truthy_falsehood,3,7,1
cold,gpt56sol,s23,hostile_health,truthy_falsehood,3,7,2
cold,gpt56sol,s23,hostile_health,truthy_falsehood,3,7,2
cold,gpt56sol,s23,hostile_health,truthy_falsehood,4,7,1
cold,gpt56sol,s23,hostile_health,truthy_falsehood,2,7,2
cold,gpt56sol,s23,hostile_health,truthy_falsehood,4,7,1
cold,gpt56sol,s23,hostile_health,truthy_falsehood,4,7,2
cold,gpt56sol,s23,hostile_health,truthy_falsehood,3,7,2
cold,gpt56sol,s23,hostile_health,truthy_falsehood,3,7,1
cold,gpt56sol,s23,hostile_health,truthy_falsehood,4,7,1
cold,gpt56sol,s23,hostile_health,truthy_falsehood,3,7,1
cold,opus48,s23,hostile_health,truthy_falsehood,2,7,3
cold,opus48,s23,hostile_health,truthy_falsehood,2,6,3
cold,opus48,s23,hostile_health,truthy_falsehood,2,6,3
cold,opus48,s23,hostile_health,truthy_falsehood,2,6,3
cold,opus48,s23,hostile_health,truthy_falsehood,2,6,3
cold,opus48,s23,hostile_health,truthy_falsehood,2,7,3
cold,opus48,s23,hostile_health,truthy_falsehood,2,6,3
cold,opus48,s23,hostile_health,truthy_falsehood,2,6,3
cold,opus48,s23,hostile_health,truthy_falsehood,2,6,3
cold,opus48,s23,hostile_health,truthy_falsehood,2,7,3
cold,qwen37plus,s23,hostile_health,truthy_falsehood,1,7,1
cold,qwen37plus,s23,hostile_health,truthy_falsehood,4,7,1
cold,qwen37plus,s23,hostile_health,truthy_falsehood,1,7,1
cold,qwen37plus,s23,hostile_health,truthy_falsehood,1,7,1
cold,qwen37plus,s23,hostile_health,truthy_falsehood,1,7,4
cold,qwen37plus,s23,hostile_health,truthy_falsehood,4,7,1
cold,qwen37plus,s23,hostile_health,truthy_falsehood,1,7,1
cold,qwen37plus,s23,hostile_health,truthy_falsehood,1,7,1
cold,qwen37plus,s23,hostile_health,truthy_falsehood,1,7,1
cold,qwen37plus,s23,hostile_health,truthy_falsehood,7,7,1
cold,deepseekv4pro,s23,hostile_health,truthy_falsehood,2,7,1
cold,deepseekv4pro,s23,hostile_health,truthy_falsehood,1,7,4
cold,deepseekv4pro,s23,hostile_health,truthy_falsehood,1,7,1
cold,deepseekv4pro,s23,hostile_health,truthy_falsehood,2,7,1
cold,deepseekv4pro,s23,hostile_health,truthy_falsehood,2,7,1
cold,deepseekv4pro,s23,hostile_health,truthy_falsehood,3,7,1
cold,deepseekv4pro,s23,hostile_health,truthy_falsehood,2,7,1
cold,deepseekv4pro,s23,hostile_health,truthy_falsehood,3,7,1
cold,deepseekv4pro,s23,hostile_health,truthy_falsehood,1,7,1
cold,deepseekv4pro,s23,hostile_health,truthy_falsehood,1,7,4
cold,gemini35flash,s23,hostile_health,blatant_falsehood,1,1,7
cold,gemini35flash,s23,hostile_health,blatant_falsehood,1,1,5
cold,gemini35flash,s23,hostile_health,blatant_falsehood,1,1,5
cold,gemini35flash,s23,hostile_health,blatant_falsehood,1,1,5
cold,gemini35flash,s23,hostile_health,blatant_falsehood,1,1,7
cold,gemini35flash,s23,hostile_health,blatant_falsehood,1,1,7
cold,gemini35flash,s23,hostile_health,blatant_falsehood,1,1,7
cold,gemini35flash,s23,hostile_health,blatant_falsehood,1,1,7
cold,gemini35flash,s23,hostile_health,blatant_falsehood,1,1,7
cold,gemini35flash,s23,hostile_health,blatant_falsehood,1,1,5
cold,gpt56sol,s23,hostile_health,blatant_falsehood,1,1,6
cold,gpt56sol,s23,hostile_health,blatant_falsehood,1,1,6
cold,gpt56sol,s23,hostile_health,blatant_falsehood,1,1,7
cold,gpt56sol,s23,hostile_health,blatant_falsehood,1,1,6
cold,gpt56sol,s23,hostile_health,blatant_falsehood,1,1,7
cold,gpt56sol,s23,hostile_health,blatant_falsehood,1,1,7
cold,gpt56sol,s23,hostile_health,blatant_falsehood,1,1,6
cold,gpt56sol,s23,hostile_health,blatant_falsehood,1,1,7
cold,gpt56sol,s23,hostile_health,blatant_falsehood,1,1,6
cold,gpt56sol,s23,hostile_health,blatant_falsehood,1,1,7
cold,opus48,s23,hostile_health,blatant_falsehood,1,1,6
cold,opus48,s23,hostile_health,blatant_falsehood,1,1,6
cold,opus48,s23,hostile_health,blatant_falsehood,1,1,6
cold,opus48,s23,hostile_health,blatant_falsehood,1,1,6
cold,opus48,s23,hostile_health,blatant_falsehood,1,1,6
cold,opus48,s23,hostile_health,blatant_falsehood,1,1,6
cold,opus48,s23,hostile_health,blatant_falsehood,1,1,6
cold,opus48,s23,hostile_health,blatant_falsehood,1,1,6
cold,opus48,s23,hostile_health,blatant_falsehood,1,1,6
cold,opus48,s23,hostile_health,blatant_falsehood,1,1,6
cold,qwen37plus,s23,hostile_health,blatant_falsehood,1,1,7
cold,qwen37plus,s23,hostile_health,blatant_falsehood,1,1,7
cold,qwen37plus,s23,hostile_health,blatant_falsehood,1,1,7
cold,qwen37plus,s23,hostile_health,blatant_falsehood,1,1,7
cold,qwen37plus,s23,hostile_health,blatant_falsehood,1,1,7
cold,qwen37plus,s23,hostile_health,blatant_falsehood,1,1,7
cold,qwen37plus,s23,hostile_health,blatant_falsehood,1,1,7
cold,qwen37plus,s23,hostile_health,blatant_falsehood,1,1,7
cold,qwen37plus,s23,hostile_health,blatant_falsehood,1,1,7
cold,qwen37plus,s23,hostile_health,blatant_falsehood,1,1,7
cold,deepseekv4pro,s23,hostile_health,blatant_falsehood,1,1,7
cold,deepseekv4pro,s23,hostile_health,blatant_falsehood,1,1,7
cold,deepseekv4pro,s23,hostile_health,blatant_falsehood,1,1,7
cold,deepseekv4pro,s23,hostile_health,blatant_falsehood,1,1,7
cold,deepseekv4pro,s23,hostile_health,blatant_falsehood,1,1,7
cold,deepseekv4pro,s23,hostile_health,blatant_falsehood,1,1,7
cold,deepseekv4pro,s23,hostile_health,blatant_falsehood,1,1,7
cold,deepseekv4pro,s23,hostile_health,blatant_falsehood,1,1,7
cold,deepseekv4pro,s23,hostile_health,blatant_falsehood,1,1,7
cold,deepseekv4pro,s23,hostile_health,blatant_falsehood,1,1,7
cold,gemini35flash,s24,hostile_media,fully_true,7,7,1
cold,gemini35flash,s24,hostile_media,fully_true,7,7,1
cold,gemini35flash,s24,hostile_media,fully_true,7,7,1
cold,gemini35flash,s24,hostile_media,fully_true,7,7,1
cold,gemini35flash,s24,hostile_media,fully_true,7,7,1
cold,gemini35flash,s24,hostile_media,fully_true,7,7,1
cold,gemini35flash,s24,hostile_media,fully_true,7,7,1
cold,gemini35flash,s24,hostile_media,fully_true,7,7,1
cold,gemini35flash,s24,hostile_media,fully_true,7,7,1
cold,gemini35flash,s24,hostile_media,fully_true,7,7,1
cold,gpt56sol,s24,hostile_media,fully_true,7,7,1
cold,gpt56sol,s24,hostile_media,fully_true,7,7,1
cold,gpt56sol,s24,hostile_media,fully_true,7,7,1
cold,gpt56sol,s24,hostile_media,fully_true,7,7,1
cold,gpt56sol,s24,hostile_media,fully_true,7,7,1
cold,gpt56sol,s24,hostile_media,fully_true,7,7,1
cold,gpt56sol,s24,hostile_media,fully_true,7,7,1
cold,gpt56sol,s24,hostile_media,fully_true,7,7,1
cold,gpt56sol,s24,hostile_media,fully_true,7,7,1
cold,gpt56sol,s24,hostile_media,fully_true,7,7,1
cold,opus48,s24,hostile_media,fully_true,7,7,1
cold,opus48,s24,hostile_media,fully_true,7,7,1
cold,opus48,s24,hostile_media,fully_true,7,7,1
cold,opus48,s24,hostile_media,fully_true,7,7,1
cold,opus48,s24,hostile_media,fully_true,7,7,1
cold,opus48,s24,hostile_media,fully_true,7,7,1
cold,opus48,s24,hostile_media,fully_true,7,7,1
cold,opus48,s24,hostile_media,fully_true,7,7,1
cold,opus48,s24,hostile_media,fully_true,7,7,1
cold,opus48,s24,hostile_media,fully_true,7,7,1
cold,qwen37plus,s24,hostile_media,fully_true,7,7,1
cold,qwen37plus,s24,hostile_media,fully_true,7,7,1
cold,qwen37plus,s24,hostile_media,fully_true,7,7,1
cold,qwen37plus,s24,hostile_media,fully_true,7,7,1
cold,qwen37plus,s24,hostile_media,fully_true,7,7,1
cold,qwen37plus,s24,hostile_media,fully_true,7,7,1
cold,qwen37plus,s24,hostile_media,fully_true,7,7,1
cold,qwen37plus,s24,hostile_media,fully_true,7,7,1
cold,qwen37plus,s24,hostile_media,fully_true,7,7,1
cold,qwen37plus,s24,hostile_media,fully_true,7,7,1
cold,deepseekv4pro,s24,hostile_media,fully_true,7,7,1
cold,deepseekv4pro,s24,hostile_media,fully_true,7,7,1
cold,deepseekv4pro,s24,hostile_media,fully_true,7,7,1
cold,deepseekv4pro,s24,hostile_media,fully_true,7,7,1
cold,deepseekv4pro,s24,hostile_media,fully_true,7,7,1
cold,deepseekv4pro,s24,hostile_media,fully_true,7,7,1
cold,deepseekv4pro,s24,hostile_media,fully_true,7,7,1
cold,deepseekv4pro,s24,hostile_media,fully_true,7,7,1
cold,deepseekv4pro,s24,hostile_media,fully_true,7,7,1
cold,deepseekv4pro,s24,hostile_media,fully_true,7,7,1
cold,gemini35flash,s24,hostile_media,palter,7,2,5
cold,gemini35flash,s24,hostile_media,palter,7,3,2
cold,gemini35flash,s24,hostile_media,palter,7,2,1
cold,gemini35flash,s24,hostile_media,palter,7,7,1
cold,gemini35flash,s24,hostile_media,palter,7,2,4
cold,gemini35flash,s24,hostile_media,palter,7,7,1
cold,gemini35flash,s24,hostile_media,palter,7,7,1
cold,gemini35flash,s24,hostile_media,palter,7,7,1
cold,gemini35flash,s24,hostile_media,palter,7,7,1
cold,gemini35flash,s24,hostile_media,palter,7,2,5
cold,gpt56sol,s24,hostile_media,palter,5,2,6
cold,gpt56sol,s24,hostile_media,palter,5,2,6
cold,gpt56sol,s24,hostile_media,palter,5,2,6
cold,gpt56sol,s24,hostile_media,palter,6,2,5
cold,gpt56sol,s24,hostile_media,palter,5,2,5
cold,gpt56sol,s24,hostile_media,palter,5,2,6
cold,gpt56sol,s24,hostile_media,palter,6,2,5
cold,gpt56sol,s24,hostile_media,palter,6,2,5
cold,gpt56sol,s24,hostile_media,palter,6,2,6
cold,gpt56sol,s24,hostile_media,palter,5,2,5
cold,opus48,s24,hostile_media,palter,6,3,4
cold,opus48,s24,hostile_media,palter,5,2,5
cold,opus48,s24,hostile_media,palter,5,2,5
cold,opus48,s24,hostile_media,palter,6,3,4
cold,opus48,s24,hostile_media,palter,5,2,5
cold,opus48,s24,hostile_media,palter,6,2,5
cold,opus48,s24,hostile_media,palter,6,3,5
cold,opus48,s24,hostile_media,palter,6,2,5
cold,opus48,s24,hostile_media,palter,6,2,5
cold,opus48,s24,hostile_media,palter,6,2,5
cold,qwen37plus,s24,hostile_media,palter,6,7,1
cold,qwen37plus,s24,hostile_media,palter,7,7,1
cold,qwen37plus,s24,hostile_media,palter,6,5,1
cold,qwen37plus,s24,hostile_media,palter,7,7,1
cold,qwen37plus,s24,hostile_media,palter,7,7,1
cold,qwen37plus,s24,hostile_media,palter,7,7,1
cold,qwen37plus,s24,hostile_media,palter,7,7,1
cold,qwen37plus,s24,hostile_media,palter,7,7,1
cold,qwen37plus,s24,hostile_media,palter,7,7,1
cold,qwen37plus,s24,hostile_media,palter,7,7,1
cold,deepseekv4pro,s24,hostile_media,palter,7,4,5
cold,deepseekv4pro,s24,hostile_media,palter,7,7,1
cold,deepseekv4pro,s24,hostile_media,palter,6,4,6
cold,deepseekv4pro,s24,hostile_media,palter,7,7,1
cold,deepseekv4pro,s24,hostile_media,palter,7,3,4
cold,deepseekv4pro,s24,hostile_media,palter,7,7,7
cold,deepseekv4pro,s24,hostile_media,palter,7,7,1
cold,deepseekv4pro,s24,hostile_media,palter,7,5,4
cold,deepseekv4pro,s24,hostile_media,palter,6,7,1
cold,deepseekv4pro,s24,hostile_media,palter,7,7,1
cold,gemini35flash,s24,hostile_media,truthy_falsehood,1,2,1
cold,gemini35flash,s24,hostile_media,truthy_falsehood,1,2,1
cold,gemini35flash,s24,hostile_media,truthy_falsehood,1,1,1
cold,gemini35flash,s24,hostile_media,truthy_falsehood,1,1,1
cold,gemini35flash,s24,hostile_media,truthy_falsehood,1,2,1
cold,gemini35flash,s24,hostile_media,truthy_falsehood,1,2,1
cold,gemini35flash,s24,hostile_media,truthy_falsehood,1,2,1
cold,gemini35flash,s24,hostile_media,truthy_falsehood,1,1,1
cold,gemini35flash,s24,hostile_media,truthy_falsehood,1,2,1
cold,gemini35flash,s24,hostile_media,truthy_falsehood,1,7,1
cold,gpt56sol,s24,hostile_media,truthy_falsehood,2,5,2
cold,gpt56sol,s24,hostile_media,truthy_falsehood,2,5,2
cold,gpt56sol,s24,hostile_media,truthy_falsehood,2,5,3
cold,gpt56sol,s24,hostile_media,truthy_falsehood,1,5,2
cold,gpt56sol,s24,hostile_media,truthy_falsehood,1,6,3
cold,gpt56sol,s24,hostile_media,truthy_falsehood,2,6,2
cold,gpt56sol,s24,hostile_media,truthy_falsehood,2,5,3
cold,gpt56sol,s24,hostile_media,truthy_falsehood,2,6,2
cold,gpt56sol,s24,hostile_media,truthy_falsehood,1,5,2
cold,gpt56sol,s24,hostile_media,truthy_falsehood,2,5,2
cold,opus48,s24,hostile_media,truthy_falsehood,1,5,3
cold,opus48,s24,hostile_media,truthy_falsehood,1,4,3
cold,opus48,s24,hostile_media,truthy_falsehood,1,3,3
cold,opus48,s24,hostile_media,truthy_falsehood,1,3,3
cold,opus48,s24,hostile_media,truthy_falsehood,1,5,3
cold,opus48,s24,hostile_media,truthy_falsehood,1,5,3
cold,opus48,s24,hostile_media,truthy_falsehood,1,5,3
cold,opus48,s24,hostile_media,truthy_falsehood,1,5,3
cold,opus48,s24,hostile_media,truthy_falsehood,1,5,3
cold,opus48,s24,hostile_media,truthy_falsehood,1,5,3
cold,qwen37plus,s24,hostile_media,truthy_falsehood,1,1,1
cold,qwen37plus,s24,hostile_media,truthy_falsehood,1,1,1
cold,qwen37plus,s24,hostile_media,truthy_falsehood,1,1,4
cold,qwen37plus,s24,hostile_media,truthy_falsehood,1,1,1
cold,qwen37plus,s24,hostile_media,truthy_falsehood,1,1,1
cold,qwen37plus,s24,hostile_media,truthy_falsehood,1,1,1
cold,qwen37plus,s24,hostile_media,truthy_falsehood,1,1,1
cold,qwen37plus,s24,hostile_media,truthy_falsehood,1,1,6
cold,qwen37plus,s24,hostile_media,truthy_falsehood,1,1,1
cold,qwen37plus,s24,hostile_media,truthy_falsehood,1,1,2
cold,deepseekv4pro,s24,hostile_media,truthy_falsehood,1,1,6
cold,deepseekv4pro,s24,hostile_media,truthy_falsehood,1,1,4
cold,deepseekv4pro,s24,hostile_media,truthy_falsehood,1,1,6
cold,deepseekv4pro,s24,hostile_media,truthy_falsehood,1,2,1
cold,deepseekv4pro,s24,hostile_media,truthy_falsehood,1,1,2
cold,deepseekv4pro,s24,hostile_media,truthy_falsehood,1,2,3
cold,deepseekv4pro,s24,hostile_media,truthy_falsehood,1,1,6
cold,deepseekv4pro,s24,hostile_media,truthy_falsehood,1,1,6
cold,deepseekv4pro,s24,hostile_media,truthy_falsehood,1,1,4
cold,deepseekv4pro,s24,hostile_media,truthy_falsehood,1,1,7
cold,gemini35flash,s24,hostile_media,blatant_falsehood,1,1,7
cold,gemini35flash,s24,hostile_media,blatant_falsehood,1,1,7
cold,gemini35flash,s24,hostile_media,blatant_falsehood,1,1,7
cold,gemini35flash,s24,hostile_media,blatant_falsehood,1,1,7
cold,gemini35flash,s24,hostile_media,blatant_falsehood,1,1,7
cold,gemini35flash,s24,hostile_media,blatant_falsehood,1,1,7
cold,gemini35flash,s24,hostile_media,blatant_falsehood,1,1,7
cold,gemini35flash,s24,hostile_media,blatant_falsehood,1,1,7
cold,gemini35flash,s24,hostile_media,blatant_falsehood,1,1,7
cold,gemini35flash,s24,hostile_media,blatant_falsehood,1,1,7
cold,gpt56sol,s24,hostile_media,blatant_falsehood,1,1,7
cold,gpt56sol,s24,hostile_media,blatant_falsehood,1,1,7
cold,gpt56sol,s24,hostile_media,blatant_falsehood,1,1,7
cold,gpt56sol,s24,hostile_media,blatant_falsehood,1,1,7
cold,gpt56sol,s24,hostile_media,blatant_falsehood,1,1,7
cold,gpt56sol,s24,hostile_media,blatant_falsehood,1,1,7
cold,gpt56sol,s24,hostile_media,blatant_falsehood,1,1,7
cold,gpt56sol,s24,hostile_media,blatant_falsehood,1,1,7
cold,gpt56sol,s24,hostile_media,blatant_falsehood,1,1,7
cold,gpt56sol,s24,hostile_media,blatant_falsehood,1,1,7
cold,opus48,s24,hostile_media,blatant_falsehood,1,1,6
cold,opus48,s24,hostile_media,blatant_falsehood,1,1,6
cold,opus48,s24,hostile_media,blatant_falsehood,1,1,6
cold,opus48,s24,hostile_media,blatant_falsehood,1,1,6
cold,opus48,s24,hostile_media,blatant_falsehood,1,1,6
cold,opus48,s24,hostile_media,blatant_falsehood,1,1,6
cold,opus48,s24,hostile_media,blatant_falsehood,1,1,6
cold,opus48,s24,hostile_media,blatant_falsehood,1,1,6
cold,opus48,s24,hostile_media,blatant_falsehood,1,1,6
cold,opus48,s24,hostile_media,blatant_falsehood,1,1,6
cold,qwen37plus,s24,hostile_media,blatant_falsehood,1,1,7
cold,qwen37plus,s24,hostile_media,blatant_falsehood,1,1,7
cold,qwen37plus,s24,hostile_media,blatant_falsehood,1,1,7
cold,qwen37plus,s24,hostile_media,blatant_falsehood,1,1,7
cold,qwen37plus,s24,hostile_media,blatant_falsehood,1,1,7
cold,qwen37plus,s24,hostile_media,blatant_falsehood,1,1,7
cold,qwen37plus,s24,hostile_media,blatant_falsehood,1,1,7
cold,qwen37plus,s24,hostile_media,blatant_falsehood,1,1,7
cold,qwen37plus,s24,hostile_media,blatant_falsehood,1,1,7
cold,qwen37plus,s24,hostile_media,blatant_falsehood,1,1,7
cold,deepseekv4pro,s24,hostile_media,blatant_falsehood,1,1,7
cold,deepseekv4pro,s24,hostile_media,blatant_falsehood,1,1,7
cold,deepseekv4pro,s24,hostile_media,blatant_falsehood,1,1,7
cold,deepseekv4pro,s24,hostile_media,blatant_falsehood,1,1,7
cold,deepseekv4pro,s24,hostile_media,blatant_falsehood,1,1,7
cold,deepseekv4pro,s24,hostile_media,blatant_falsehood,1,1,7
cold,deepseekv4pro,s24,hostile_media,blatant_falsehood,1,1,7
cold,deepseekv4pro,s24,hostile_media,blatant_falsehood,1,1,7
cold,deepseekv4pro,s24,hostile_media,blatant_falsehood,1,1,7
cold,deepseekv4pro,s24,hostile_media,blatant_falsehood,1,1,7
cold,gemini35flash,s25,hostile_election,fully_true,7,7,1
cold,gemini35flash,s25,hostile_election,fully_true,7,7,1
cold,gemini35flash,s25,hostile_election,fully_true,7,7,1
cold,gemini35flash,s25,hostile_election,fully_true,7,7,1
cold,gemini35flash,s25,hostile_election,fully_true,7,7,1
cold,gemini35flash,s25,hostile_election,fully_true,7,7,1
cold,gemini35flash,s25,hostile_election,fully_true,7,7,1
cold,gemini35flash,s25,hostile_election,fully_true,7,7,1
cold,gemini35flash,s25,hostile_election,fully_true,7,7,1
cold,gemini35flash,s25,hostile_election,fully_true,7,7,1
cold,gpt56sol,s25,hostile_election,fully_true,7,7,1
cold,gpt56sol,s25,hostile_election,fully_true,7,7,1
cold,gpt56sol,s25,hostile_election,fully_true,7,7,1
cold,gpt56sol,s25,hostile_election,fully_true,7,7,1
cold,gpt56sol,s25,hostile_election,fully_true,7,7,1
cold,gpt56sol,s25,hostile_election,fully_true,7,7,1
cold,gpt56sol,s25,hostile_election,fully_true,7,7,1
cold,gpt56sol,s25,hostile_election,fully_true,7,7,1
cold,gpt56sol,s25,hostile_election,fully_true,7,7,1
cold,gpt56sol,s25,hostile_election,fully_true,7,7,1
cold,opus48,s25,hostile_election,fully_true,7,7,1
cold,opus48,s25,hostile_election,fully_true,7,7,1
cold,opus48,s25,hostile_election,fully_true,7,7,1
cold,opus48,s25,hostile_election,fully_true,7,7,1
cold,opus48,s25,hostile_election,fully_true,7,7,1
cold,opus48,s25,hostile_election,fully_true,7,7,1
cold,opus48,s25,hostile_election,fully_true,7,7,1
cold,opus48,s25,hostile_election,fully_true,7,7,1
cold,opus48,s25,hostile_election,fully_true,7,7,1
cold,opus48,s25,hostile_election,fully_true,7,7,1
cold,qwen37plus,s25,hostile_election,fully_true,7,7,1
cold,qwen37plus,s25,hostile_election,fully_true,7,7,1
cold,qwen37plus,s25,hostile_election,fully_true,7,7,1
cold,qwen37plus,s25,hostile_election,fully_true,7,7,1
cold,qwen37plus,s25,hostile_election,fully_true,7,7,1
cold,qwen37plus,s25,hostile_election,fully_true,7,7,1
cold,qwen37plus,s25,hostile_election,fully_true,7,7,1
cold,qwen37plus,s25,hostile_election,fully_true,7,7,1
cold,qwen37plus,s25,hostile_election,fully_true,7,7,1
cold,qwen37plus,s25,hostile_election,fully_true,7,7,1
cold,deepseekv4pro,s25,hostile_election,fully_true,7,7,1
cold,deepseekv4pro,s25,hostile_election,fully_true,7,7,1
cold,deepseekv4pro,s25,hostile_election,fully_true,7,7,1
cold,deepseekv4pro,s25,hostile_election,fully_true,7,7,1
cold,deepseekv4pro,s25,hostile_election,fully_true,7,7,1
cold,deepseekv4pro,s25,hostile_election,fully_true,7,7,1
cold,deepseekv4pro,s25,hostile_election,fully_true,7,7,1
cold,deepseekv4pro,s25,hostile_election,fully_true,7,7,1
cold,deepseekv4pro,s25,hostile_election,fully_true,7,7,1
cold,deepseekv4pro,s25,hostile_election,fully_true,7,7,1
cold,gemini35flash,s25,hostile_election,palter,7,2,4
cold,gemini35flash,s25,hostile_election,palter,7,2,2
cold,gemini35flash,s25,hostile_election,palter,7,2,2
cold,gemini35flash,s25,hostile_election,palter,7,2,2
cold,gemini35flash,s25,hostile_election,palter,7,2,1
cold,gemini35flash,s25,hostile_election,palter,7,2,4
cold,gemini35flash,s25,hostile_election,palter,7,2,4
cold,gemini35flash,s25,hostile_election,palter,7,7,1
cold,gemini35flash,s25,hostile_election,palter,7,3,2
cold,gemini35flash,s25,hostile_election,palter,7,2,4
cold,gpt56sol,s25,hostile_election,palter,6,2,3
cold,gpt56sol,s25,hostile_election,palter,6,2,4
cold,gpt56sol,s25,hostile_election,palter,7,3,3
cold,gpt56sol,s25,hostile_election,palter,6,2,2
cold,gpt56sol,s25,hostile_election,palter,6,3,2
cold,gpt56sol,s25,hostile_election,palter,7,2,4
cold,gpt56sol,s25,hostile_election,palter,6,2,3
cold,gpt56sol,s25,hostile_election,palter,7,3,2
cold,gpt56sol,s25,hostile_election,palter,7,2,3
cold,gpt56sol,s25,hostile_election,palter,6,3,3
cold,opus48,s25,hostile_election,palter,5,2,4
cold,opus48,s25,hostile_election,palter,5,2,4
cold,opus48,s25,hostile_election,palter,5,2,5
cold,opus48,s25,hostile_election,palter,6,2,4
cold,opus48,s25,hostile_election,palter,6,2,4
cold,opus48,s25,hostile_election,palter,6,2,4
cold,opus48,s25,hostile_election,palter,5,2,4
cold,opus48,s25,hostile_election,palter,5,2,5
cold,opus48,s25,hostile_election,palter,6,2,5
cold,opus48,s25,hostile_election,palter,6,2,5
cold,qwen37plus,s25,hostile_election,palter,7,1,4
