model,scenario_id,cell_type,verbatim,gist,unethical
gemini35flash,s6,palter,7,3,2
gemini35flash,s6,palter,7,2,5
gemini35flash,s6,palter,7,2,2
gemini35flash,s6,palter,7,2,2
gemini35flash,s6,palter,7,2,4
gpt56sol,s6,truthy_falsehood,2,6,2
gpt56sol,s6,truthy_falsehood,3,7,2
gpt56sol,s6,truthy_falsehood,3,6,2
gpt56sol,s6,truthy_falsehood,2,6,3
gpt56sol,s6,truthy_falsehood,3,6,3
gpt56sol,s6,truthy_falsehood,2,6,3
gpt56sol,s6,truthy_falsehood,3,6,2
gpt56sol,s6,truthy_falsehood,2,6,3
gpt56sol,s6,truthy_falsehood,2,6,3
gpt56sol,s6,truthy_falsehood,2,7,2
opus48,s6,truthy_falsehood,3,6,3
opus48,s6,truthy_falsehood,2,6,3
opus48,s6,truthy_falsehood,3,6,3
opus48,s6,truthy_falsehood,3,6,3
opus48,s6,truthy_falsehood,2,6,3
opus48,s6,truthy_falsehood,3,6,3
opus48,s6,truthy_falsehood,2,6,3
opus48,s6,truthy_falsehood,3,6,3
opus48,s6,truthy_falsehood,2,6,3
opus48,s6,truthy_falsehood,3,6,3
gemini35flash,s6,truthy_falsehood,4,7,1
gemini35flash,s6,truthy_falsehood,4,7,1
gemini35flash,s6,truthy_falsehood,4,7,1
gemini35flash,s6,truthy_falsehood,4,7,1
gemini35flash,s6,truthy_falsehood,4,7,1
gemini35flash,s6,truthy_falsehood,4,7,1
gemini35flash,s6,truthy_falsehood,4,7,1
gemini35flash,s6,truthy_falsehood,4,7,1
gemini35flash,s6,truthy_falsehood,4,7,1
gemini35flash,s6,truthy_falsehood,4,7,1
gpt56sol,s6,blatant_falsehood,1,1,5
gpt56sol,s6,blatant_falsehood,1,1,5
gpt56sol,s6,blatant_falsehood,1,1,5
gpt56sol,s6,blatant_falsehood,1,1,5
gpt56sol,s6,blatant_falsehood,1,1,5
gpt56sol,s6,blatant_falsehood,1,1,5
gpt56sol,s6,blatant_falsehood,1,1,5
gpt56sol,s6,blatant_falsehood,1,1,5
gpt56sol,s6,blatant_falsehood,1,1,5
gpt56sol,s6,blatant_falsehood,1,1,5
opus48,s6,blatant_falsehood,1,1,5
opus48,s6,blatant_falsehood,1,1,4
opus48,s6,blatant_falsehood,1,1,5
opus48,s6,blatant_falsehood,1,1,5
opus48,s6,blatant_falsehood,1,1,4
opus48,s6,blatant_falsehood,1,1,5
opus48,s6,blatant_falsehood,1,1,5
opus48,s6,blatant_falsehood,1,1,5
opus48,s6,blatant_falsehood,1,1,4
opus48,s6,blatant_falsehood,1,1,5
gemini35flash,s6,blatant_falsehood,1,1,1
gemini35flash,s6,blatant_falsehood,1,1,1
gemini35flash,s6,blatant_falsehood,1,1,1
gemini35flash,s6,blatant_falsehood,1,1,1
gemini35flash,s6,blatant_falsehood,1,1,1
gemini35flash,s6,blatant_falsehood,1,1,1
gemini35flash,s6,blatant_falsehood,1,1,1
gemini35flash,s6,blatant_falsehood,1,1,1
gemini35flash,s6,blatant_falsehood,1,1,1
gemini35flash,s6,blatant_falsehood,1,1,1
gpt56sol,s7,fully_true,7,7,1
gpt56sol,s7,fully_true,7,7,1
gpt56sol,s7,fully_true,7,7,1
gpt56sol,s7,fully_true,7,7,1
gpt56sol,s7,fully_true,6,7,1
gpt56sol,s7,fully_true,6,7,1
gpt56sol,s7,fully_true,6,7,1
gpt56sol,s7,fully_true,7,7,1
gpt56sol,s7,fully_true,6,7,1
gpt56sol,s7,fully_true,6,7,1
opus48,s7,fully_true,7,7,1
opus48,s7,fully_true,6,7,1
opus48,s7,fully_true,6,7,1
opus48,s7,fully_true,7,7,1
opus48,s7,fully_true,6,7,1
opus48,s7,fully_true,7,7,1
opus48,s7,fully_true,7,7,1
opus48,s7,fully_true,6,7,1
opus48,s7,fully_true,7,7,1
opus48,s7,fully_true,7,7,1
gemini35flash,s7,fully_true,7,7,1
gemini35flash,s7,fully_true,7,7,1
gemini35flash,s7,fully_true,7,7,1
gemini35flash,s7,fully_true,7,7,1
gemini35flash,s7,fully_true,7,7,1
gemini35flash,s7,fully_true,7,7,1
gemini35flash,s7,fully_true,7,7,1
gemini35flash,s7,fully_true,7,7,1
gemini35flash,s7,fully_true,7,7,1
gemini35flash,s7,fully_true,7,7,1
gpt56sol,s7,palter,5,2,4
gpt56sol,s7,palter,5,2,3
gpt56sol,s7,palter,5,2,4
gpt56sol,s7,palter,5,3,3
gpt56sol,s7,palter,6,2,4
gpt56sol,s7,palter,5,2,3
gpt56sol,s7,palter,5,2,4
gpt56sol,s7,palter,6,3,3
gpt56sol,s7,palter,5,2,4
gpt56sol,s7,palter,6,2,5
opus48,s7,palter,3,2,5
opus48,s7,palter,3,2,5
opus48,s7,palter,3,2,5
opus48,s7,palter,3,2,5
opus48,s7,palter,3,2,5
opus48,s7,palter,3,2,5
opus48,s7,palter,3,2,5
opus48,s7,palter,3,2,5
opus48,s7,palter,3,2,5
opus48,s7,palter,3,2,5
gemini35flash,s7,palter,4,2,4
gemini35flash,s7,palter,4,2,2
gemini35flash,s7,palter,4,2,5
gemini35flash,s7,palter,4,2,2
gemini35flash,s7,palter,4,2,4
gemini35flash,s7,palter,4,2,5
gemini35flash,s7,palter,4,2,4
gemini35flash,s7,palter,4,2,5
gemini35flash,s7,palter,4,2,4
gemini35flash,s7,palter,4,2,5
gpt56sol,s7,truthy_falsehood,2,6,2
gpt56sol,s7,truthy_falsehood,2,6,2
gpt56sol,s7,truthy_falsehood,3,6,2
gpt56sol,s7,truthy_falsehood,2,6,1
gpt56sol,s7,truthy_falsehood,2,6,2
gpt56sol,s7,truthy_falsehood,2,6,1
gpt56sol,s7,truthy_falsehood,2,6,2
gpt56sol,s7,truthy_falsehood,2,6,2
gpt56sol,s7,truthy_falsehood,2,6,1
gpt56sol,s7,truthy_falsehood,2,6,2
opus48,s7,truthy_falsehood,2,3,3
opus48,s7,truthy_falsehood,2,3,3
opus48,s7,truthy_falsehood,2,3,4
opus48,s7,truthy_falsehood,2,3,3
opus48,s7,truthy_falsehood,2,4,3
opus48,s7,truthy_falsehood,2,3,4
opus48,s7,truthy_falsehood,2,3,3
opus48,s7,truthy_falsehood,3,5,3
opus48,s7,truthy_falsehood,2,3,4
opus48,s7,truthy_falsehood,2,3,3
gemini35flash,s7,truthy_falsehood,3,6,1
gemini35flash,s7,truthy_falsehood,3,6,1
gemini35flash,s7,truthy_falsehood,3,6,1
gemini35flash,s7,truthy_falsehood,3,6,1
gemini35flash,s7,truthy_falsehood,3,6,1
gemini35flash,s7,truthy_falsehood,3,6,1
gemini35flash,s7,truthy_falsehood,3,6,1
gemini35flash,s7,truthy_falsehood,3,6,1
gemini35flash,s7,truthy_falsehood,3,6,1
gemini35flash,s7,truthy_falsehood,2,6,1
gpt56sol,s7,blatant_falsehood,1,1,6
gpt56sol,s7,blatant_falsehood,1,1,6
gpt56sol,s7,blatant_falsehood,1,1,6
gpt56sol,s7,blatant_falsehood,1,1,6
gpt56sol,s7,blatant_falsehood,1,1,6
gpt56sol,s7,blatant_falsehood,1,1,6
gpt56sol,s7,blatant_falsehood,1,1,6
gpt56sol,s7,blatant_falsehood,1,1,6
gpt56sol,s7,blatant_falsehood,1,1,6
gpt56sol,s7,blatant_falsehood,1,1,6
opus48,s7,blatant_falsehood,1,1,6
opus48,s7,blatant_falsehood,1,1,6
opus48,s7,blatant_falsehood,1,1,6
opus48,s7,blatant_falsehood,1,1,6
opus48,s7,blatant_falsehood,1,1,6
opus48,s7,blatant_falsehood,1,1,6
opus48,s7,blatant_falsehood,1,1,6
opus48,s7,blatant_falsehood,1,1,6
opus48,s7,blatant_falsehood,1,1,6
opus48,s7,blatant_falsehood,1,1,6
gemini35flash,s7,blatant_falsehood,1,1,7
gemini35flash,s7,blatant_falsehood,1,1,7
gemini35flash,s7,blatant_falsehood,1,1,7
gemini35flash,s7,blatant_falsehood,1,1,7
gemini35flash,s7,blatant_falsehood,1,1,7
gemini35flash,s7,blatant_falsehood,1,1,7
gemini35flash,s7,blatant_falsehood,1,1,7
gemini35flash,s7,blatant_falsehood,1,1,7
gemini35flash,s7,blatant_falsehood,1,1,7
gemini35flash,s7,blatant_falsehood,1,1,7
gpt56sol,s8,fully_true,7,7,1
gpt56sol,s8,fully_true,7,7,1
gpt56sol,s8,fully_true,7,7,1
gpt56sol,s8,fully_true,7,7,1
gpt56sol,s8,fully_true,7,7,1
gpt56sol,s8,fully_true,7,7,1
gpt56sol,s8,fully_true,7,7,1
gpt56sol,s8,fully_true,7,7,1
gpt56sol,s8,fully_true,7,7,1
gpt56sol,s8,fully_true,7,7,1
opus48,s8,fully_true,6,7,1
opus48,s8,fully_true,7,7,1
opus48,s8,fully_true,7,7,1
opus48,s8,fully_true,6,7,1
opus48,s8,fully_true,7,7,1
opus48,s8,fully_true,7,7,1
opus48,s8,fully_true,7,7,1
opus48,s8,fully_true,6,7,1
opus48,s8,fully_true,7,7,1
opus48,s8,fully_true,6,7,1
gemini35flash,s8,fully_true,7,7,1
gemini35flash,s8,fully_true,7,7,1
gemini35flash,s8,fully_true,7,7,1
gemini35flash,s8,fully_true,7,7,1
gemini35flash,s8,fully_true,7,7,1
gemini35flash,s8,fully_true,7,7,1
gemini35flash,s8,fully_true,7,7,1
gemini35flash,s8,fully_true,7,7,1
gemini35flash,s8,fully_true,7,7,1
gemini35flash,s8,fully_true,7,7,1
gpt56sol,s8,palter,6,2,4
gpt56sol,s8,palter,6,2,3
gpt56sol,s8,palter,7,2,4
gpt56sol,s8,palter,6,2,4
gpt56sol,s8,palter,6,2,4
gpt56sol,s8,palter,6,2,4
gpt56sol,s8,palter,7,2,4
gpt56sol,s8,palter,7,2,4
gpt56sol,s8,palter,7,2,4
gpt56sol,s8,palter,6,2,4
opus48,s8,palter,6,2,5
opus48,s8,palter,6,2,5
opus48,s8,palter,6,2,5
opus48,s8,palter,6,2,5
opus48,s8,palter,6,2,5
opus48,s8,palter,6,2,5
opus48,s8,palter,6,2,5
opus48,s8,palter,6,2,5
opus48,s8,palter,6,2,5
opus48,s8,palter,6,2,5
gemini35flash,s8,palter,7,2,5
gemini35flash,s8,palter,7,2,5
gemini35flash,s8,palter,7,2,4
gemini35flash,s8,palter,7,2,5
gemini35flash,s8,palter,7,3,2
gemini35flash,s8,palter,7,2,5
gemini35flash,s8,palter,7,2,5
gemini35flash,s8,palter,7,3,2
gemini35flash,s8,palter,7,2,4
gemini35flash,s8,palter,7,2,5
gpt56sol,s8,truthy_falsehood,1,5,2
gpt56sol,s8,truthy_falsehood,2,6,2
gpt56sol,s8,truthy_falsehood,2,6,2
gpt56sol,s8,truthy_falsehood,2,6,3
gpt56sol,s8,truthy_falsehood,2,5,2
gpt56sol,s8,truthy_falsehood,2,6,2
gpt56sol,s8,truthy_falsehood,1,5,3
gpt56sol,s8,truthy_falsehood,2,6,2
gpt56sol,s8,truthy_falsehood,2,6,2
gpt56sol,s8,truthy_falsehood,1,6,2
opus48,s8,truthy_falsehood,2,5,3
opus48,s8,truthy_falsehood,2,5,3
opus48,s8,truthy_falsehood,2,5,3
opus48,s8,truthy_falsehood,2,5,3
opus48,s8,truthy_falsehood,2,5,3
opus48,s8,truthy_falsehood,2,5,3
opus48,s8,truthy_falsehood,2,5,3
opus48,s8,truthy_falsehood,2,5,3
opus48,s8,truthy_falsehood,2,5,3
opus48,s8,truthy_falsehood,2,5,3
gemini35flash,s8,truthy_falsehood,3,5,2
gemini35flash,s8,truthy_falsehood,2,5,2
gemini35flash,s8,truthy_falsehood,2,5,1
gemini35flash,s8,truthy_falsehood,2,5,2
gemini35flash,s8,truthy_falsehood,3,5,1
gemini35flash,s8,truthy_falsehood,3,5,1
gemini35flash,s8,truthy_falsehood,2,5,1
gemini35flash,s8,truthy_falsehood,2,5,1
gemini35flash,s8,truthy_falsehood,2,5,2
gemini35flash,s8,truthy_falsehood,2,5,2
gpt56sol,s8,blatant_falsehood,1,1,6
gpt56sol,s8,blatant_falsehood,1,1,6
gpt56sol,s8,blatant_falsehood,1,1,6
gpt56sol,s8,blatant_falsehood,1,1,6
gpt56sol,s8,blatant_falsehood,1,1,6
gpt56sol,s8,blatant_falsehood,1,1,6
gpt56sol,s8,blatant_falsehood,1,1,6
gpt56sol,s8,blatant_falsehood,1,1,6
gpt56sol,s8,blatant_falsehood,1,1,6
gpt56sol,s8,blatant_falsehood,1,1,6
opus48,s8,blatant_falsehood,1,1,6
opus48,s8,blatant_falsehood,1,1,6
opus48,s8,blatant_falsehood,1,1,6
opus48,s8,blatant_falsehood,1,1,6
opus48,s8,blatant_falsehood,1,1,6
opus48,s8,blatant_falsehood,1,1,6
opus48,s8,blatant_falsehood,1,1,6
opus48,s8,blatant_falsehood,1,1,6
opus48,s8,blatant_falsehood,1,1,6
opus48,s8,blatant_falsehood,1,1,6
gemini35flash,s8,blatant_falsehood,1,1,7
gemini35flash,s8,blatant_falsehood,1,1,7
gemini35flash,s8,blatant_falsehood,1,1,5
gemini35flash,s8,blatant_falsehood,1,1,7
gemini35flash,s8,blatant_falsehood,1,1,7
gemini35flash,s8,blatant_falsehood,1,1,7
gemini35flash,s8,blatant_falsehood,1,1,7
gemini35flash,s8,blatant_falsehood,1,1,7
gemini35flash,s8,blatant_falsehood,1,1,5
gemini35flash,s8,blatant_falsehood,1,1,7
gpt56sol,s9,fully_true,7,7,1
gpt56sol,s9,fully_true,7,7,1
gpt56sol,s9,fully_true,7,7,1
gpt56sol,s9,fully_true,7,7,1
gpt56sol,s9,fully_true,7,7,1
gpt56sol,s9,fully_true,7,7,1
gpt56sol,s9,fully_true,7,7,1
gpt56sol,s9,fully_true,7,7,1
gpt56sol,s9,fully_true,7,7,1
gpt56sol,s9,fully_true,7,7,1
opus48,s9,fully_true,7,7,1
opus48,s9,fully_true,7,7,1
opus48,s9,fully_true,7,7,1
opus48,s9,fully_true,7,7,1
opus48,s9,fully_true,7,7,1
opus48,s9,fully_true,7,7,1
opus48,s9,fully_true,7,7,1
opus48,s9,fully_true,7,7,1
opus48,s9,fully_true,7,7,1
opus48,s9,fully_true,7,7,1
gemini35flash,s9,fully_true,7,7,1
gemini35flash,s9,fully_true,7,7,1
gemini35flash,s9,fully_true,7,7,1
gemini35flash,s9,fully_true,7,7,1
gemini35flash,s9,fully_true,7,7,1
gemini35flash,s9,fully_true,7,7,1
gemini35flash,s9,fully_true,7,7,1
gemini35flash,s9,fully_true,7,7,1
gemini35flash,s9,fully_true,7,7,1
gemini35flash,s9,fully_true,7,7,1
gpt56sol,s9,palter,5,3,2
gpt56sol,s9,palter,5,3,2
gpt56sol,s9,palter,5,2,2
gpt56sol,s9,palter,5,3,2
gpt56sol,s9,palter,5,3,2
gpt56sol,s9,palter,5,2,2
gpt56sol,s9,palter,6,3,2
gpt56sol,s9,palter,6,3,2
gpt56sol,s9,palter,5,3,2
gpt56sol,s9,palter,5,3,2
opus48,s9,palter,6,2,5
opus48,s9,palter,6,2,5
opus48,s9,palter,6,2,5
opus48,s9,palter,6,2,5
opus48,s9,palter,6,2,5
opus48,s9,palter,6,2,5
opus48,s9,palter,6,2,5
opus48,s9,palter,6,2,5
opus48,s9,palter,6,2,5
opus48,s9,palter,6,2,5
gemini35flash,s9,palter,7,2,4
gemini35flash,s9,palter,4,2,2
gemini35flash,s9,palter,4,3,2
gemini35flash,s9,palter,4,2,5
gemini35flash,s9,palter,4,3,2
gemini35flash,s9,palter,4,2,2
gemini35flash,s9,palter,7,3,2
gemini35flash,s9,palter,7,2,2
gemini35flash,s9,palter,7,2,1
gemini35flash,s9,palter,4,2,2
gpt56sol,s9,truthy_falsehood,2,6,3
gpt56sol,s9,truthy_falsehood,2,6,3
gpt56sol,s9,truthy_falsehood,2,6,3
gpt56sol,s9,truthy_falsehood,2,6,4
gpt56sol,s9,truthy_falsehood,2,6,3
gpt56sol,s9,truthy_falsehood,2,6,3
gpt56sol,s9,truthy_falsehood,2,6,3
gpt56sol,s9,truthy_falsehood,2,6,3
gpt56sol,s9,truthy_falsehood,2,6,3
gpt56sol,s9,truthy_falsehood,2,6,4
opus48,s9,truthy_falsehood,2,5,3
opus48,s9,truthy_falsehood,2,5,3
opus48,s9,truthy_falsehood,2,5,3
opus48,s9,truthy_falsehood,2,5,3
opus48,s9,truthy_falsehood,2,5,3
opus48,s9,truthy_falsehood,2,5,3
opus48,s9,truthy_falsehood,2,5,3
opus48,s9,truthy_falsehood,2,5,3
opus48,s9,truthy_falsehood,2,5,3
opus48,s9,truthy_falsehood,2,5,3
gemini35flash,s9,truthy_falsehood,3,5,1
gemini35flash,s9,truthy_falsehood,3,6,1
gemini35flash,s9,truthy_falsehood,3,5,1
gemini35flash,s9,truthy_falsehood,3,6,1
gemini35flash,s9,truthy_falsehood,3,6,1
gemini35flash,s9,truthy_falsehood,3,6,1
gemini35flash,s9,truthy_falsehood,3,5,1
gemini35flash,s9,truthy_falsehood,3,5,1
gemini35flash,s9,truthy_falsehood,3,5,1
gemini35flash,s9,truthy_falsehood,3,6,1
gpt56sol,s9,blatant_falsehood,1,1,6
gpt56sol,s9,blatant_falsehood,1,1,6
gpt56sol,s9,blatant_falsehood,1,1,5
gpt56sol,s9,blatant_falsehood,1,1,6
gpt56sol,s9,blatant_falsehood,1,1,6
gpt56sol,s9,blatant_falsehood,1,1,6
gpt56sol,s9,blatant_falsehood,1,1,5
gpt56sol,s9,blatant_falsehood,1,1,5
gpt56sol,s9,blatant_falsehood,1,1,5
gpt56sol,s9,blatant_falsehood,1,1,5
opus48,s9,blatant_falsehood,1,1,6
opus48,s9,blatant_falsehood,1,1,6
opus48,s9,blatant_falsehood,1,1,6
opus48,s9,blatant_falsehood,1,1,6
opus48,s9,blatant_falsehood,1,1,6
opus48,s9,blatant_falsehood,1,1,6
opus48,s9,blatant_falsehood,1,1,6
opus48,s9,blatant_falsehood,1,1,6
opus48,s9,blatant_falsehood,1,1,6
opus48,s9,blatant_falsehood,1,1,6
gemini35flash,s9,blatant_falsehood,1,1,1
gemini35flash,s9,blatant_falsehood,1,1,5
gemini35flash,s9,blatant_falsehood,1,1,5
gemini35flash,s9,blatant_falsehood,1,1,5
gemini35flash,s9,blatant_falsehood,1,1,7
gemini35flash,s9,blatant_falsehood,1,1,5
gemini35flash,s9,blatant_falsehood,1,1,5
gemini35flash,s9,blatant_falsehood,1,1,5
gemini35flash,s9,blatant_falsehood,1,1,5
gemini35flash,s9,blatant_falsehood,1,1,5
gpt56sol,s10,fully_true,7,7,1
gpt56sol,s10,fully_true,7,7,1
gpt56sol,s10,fully_true,7,7,1
gpt56sol,s10,fully_true,7,7,1
gpt56sol,s10,fully_true,7,7,1
gpt56sol,s10,fully_true,7,7,1
gpt56sol,s10,fully_true,7,7,1
gpt56sol,s10,fully_true,7,7,1
gpt56sol,s10,fully_true,7,7,1
gpt56sol,s10,fully_true,7,7,1
opus48,s10,fully_true,7,7,1
opus48,s10,fully_true,7,7,1
opus48,s10,fully_true,7,7,1
opus48,s10,fully_true,7,7,1
opus48,s10,fully_true,7,7,1
opus48,s10,fully_true,7,7,1
opus48,s10,fully_true,7,7,1
opus48,s10,fully_true,7,7,1
opus48,s10,fully_true,7,7,1
opus48,s10,fully_true,7,7,1
gemini35flash,s10,fully_true,7,7,1
gemini35flash,s10,fully_true,7,7,1
gemini35flash,s10,fully_true,7,7,1
gemini35flash,s10,fully_true,7,7,1
gemini35flash,s10,fully_true,7,7,1
gemini35flash,s10,fully_true,7,7,1
gemini35flash,s10,fully_true,7,7,1
gemini35flash,s10,fully_true,7,7,1
gemini35flash,s10,fully_true,7,7,1
gemini35flash,s10,fully_true,7,7,1
gpt56sol,s10,palter,6,2,2
gpt56sol,s10,palter,5,2,3
gpt56sol,s10,palter,6,2,3
gpt56sol,s10,palter,6,2,3
gpt56sol,s10,palter,5,2,2
gpt56sol,s10,palter,6,2,2
gpt56sol,s10,palter,5,2,2
gpt56sol,s10,palter,5,2,2
gpt56sol,s10,palter,6,2,3
gpt56sol,s10,palter,6,2,2
opus48,s10,palter,3,2,4
opus48,s10,palter,3,2,4
opus48,s10,palter,3,2,4
opus48,s10,palter,3,2,4
opus48,s10,palter,3,2,4
opus48,s10,palter,3,1,4
opus48,s10,palter,3,2,4
opus48,s10,palter,3,2,3
opus48,s10,palter,3,2,3
opus48,s10,palter,3,2,4
gemini35flash,s10,palter,4,2,2
gemini35flash,s10,palter,4,2,2
gemini35flash,s10,palter,4,2,2
gemini35flash,s10,palter,2,2,2
gemini35flash,s10,palter,4,2,2
gemini35flash,s10,palter,2,2,2
gemini35flash,s10,palter,4,2,2
gemini35flash,s10,palter,4,2,2
gemini35flash,s10,palter,4,2,2
gemini35flash,s10,palter,4,2,2
gpt56sol,s10,truthy_falsehood,2,4,4
gpt56sol,s10,truthy_falsehood,2,5,3
gpt56sol,s10,truthy_falsehood,2,5,3
gpt56sol,s10,truthy_falsehood,1,5,3
gpt56sol,s10,truthy_falsehood,2,5,3
gpt56sol,s10,truthy_falsehood,1,4,2
gpt56sol,s10,truthy_falsehood,2,4,3
gpt56sol,s10,truthy_falsehood,2,5,3
gpt56sol,s10,truthy_falsehood,2,5,2
gpt56sol,s10,truthy_falsehood,2,5,2
opus48,s10,truthy_falsehood,2,5,3
opus48,s10,truthy_falsehood,2,4,3
opus48,s10,truthy_falsehood,2,4,3
opus48,s10,truthy_falsehood,2,5,3
opus48,s10,truthy_falsehood,2,4,3
opus48,s10,truthy_falsehood,2,4,3
opus48,s10,truthy_falsehood,2,4,3
opus48,s10,truthy_falsehood,2,5,3
opus48,s10,truthy_falsehood,2,5,3
opus48,s10,truthy_falsehood,2,5,3
gemini35flash,s10,truthy_falsehood,2,5,2
gemini35flash,s10,truthy_falsehood,2,5,1
gemini35flash,s10,truthy_falsehood,2,5,1
gemini35flash,s10,truthy_falsehood,2,5,2
gemini35flash,s10,truthy_falsehood,2,5,1
gemini35flash,s10,truthy_falsehood,2,5,1
gemini35flash,s10,truthy_falsehood,2,3,2
gemini35flash,s10,truthy_falsehood,2,3,1
gemini35flash,s10,truthy_falsehood,2,5,1
gemini35flash,s10,truthy_falsehood,2,5,2
gpt56sol,s10,blatant_falsehood,1,1,6
gpt56sol,s10,blatant_falsehood,1,1,6
gpt56sol,s10,blatant_falsehood,1,1,6
gpt56sol,s10,blatant_falsehood,1,1,6
gpt56sol,s10,blatant_falsehood,1,1,6
gpt56sol,s10,blatant_falsehood,1,1,6
gpt56sol,s10,blatant_falsehood,1,1,6
gpt56sol,s10,blatant_falsehood,1,1,6
gpt56sol,s10,blatant_falsehood,1,1,6
gpt56sol,s10,blatant_falsehood,1,1,6
opus48,s10,blatant_falsehood,1,1,6
opus48,s10,blatant_falsehood,1,1,6
opus48,s10,blatant_falsehood,1,1,6
opus48,s10,blatant_falsehood,1,1,6
opus48,s10,blatant_falsehood,1,1,6
opus48,s10,blatant_falsehood,1,1,6
opus48,s10,blatant_falsehood,1,1,6
opus48,s10,blatant_falsehood,1,1,6
opus48,s10,blatant_falsehood,1,1,5
opus48,s10,blatant_falsehood,1,1,6
gemini35flash,s10,blatant_falsehood,1,1,7
gemini35flash,s10,blatant_falsehood,1,1,7
gemini35flash,s10,blatant_falsehood,1,1,7
gemini35flash,s10,blatant_falsehood,1,1,7
gemini35flash,s10,blatant_falsehood,1,1,7
gemini35flash,s10,blatant_falsehood,1,1,7
gemini35flash,s10,blatant_falsehood,1,1,7
gemini35flash,s10,blatant_falsehood,1,1,7
gemini35flash,s10,blatant_falsehood,1,1,7
gemini35flash,s10,blatant_falsehood,1,1,7
gpt56sol,s11,fully_true,7,7,1
gpt56sol,s11,fully_true,7,7,1
gpt56sol,s11,fully_true,7,7,1
gpt56sol,s11,fully_true,7,7,1
gpt56sol,s11,fully_true,7,7,1
gpt56sol,s11,fully_true,7,7,1
gpt56sol,s11,fully_true,7,7,1
gpt56sol,s11,fully_true,7,7,1
gpt56sol,s11,fully_true,7,7,1
gpt56sol,s11,fully_true,7,7,1
opus48,s11,fully_true,7,7,1
opus48,s11,fully_true,7,7,1
opus48,s11,fully_true,7,7,1
opus48,s11,fully_true,7,7,1
opus48,s11,fully_true,7,7,1
opus48,s11,fully_true,7,7,1
opus48,s11,fully_true,7,7,1
opus48,s11,fully_true,7,7,1
opus48,s11,fully_true,7,7,1
opus48,s11,fully_true,7,7,1
gemini35flash,s11,fully_true,7,7,1
gemini35flash,s11,fully_true,7,7,1
gemini35flash,s11,fully_true,7,7,1
gemini35flash,s11,fully_true,7,7,1
gemini35flash,s11,fully_true,7,7,1
gemini35flash,s11,fully_true,7,7,1
gemini35flash,s11,fully_true,7,7,1
gemini35flash,s11,fully_true,7,7,1
gemini35flash,s11,fully_true,7,7,1
gemini35flash,s11,fully_true,7,7,1
gpt56sol,s11,palter,7,2,4
gpt56sol,s11,palter,6,2,3
gpt56sol,s11,palter,7,2,3
gpt56sol,s11,palter,6,2,4
gpt56sol,s11,palter,6,2,3
gpt56sol,s11,palter,6,2,3
gpt56sol,s11,palter,6,2,4
gpt56sol,s11,palter,6,2,3
gpt56sol,s11,palter,7,2,3
gpt56sol,s11,palter,7,2,4
opus48,s11,palter,6,2,5
opus48,s11,palter,6,2,5
opus48,s11,palter,6,2,5
opus48,s11,palter,6,2,5
opus48,s11,palter,6,2,5
opus48,s11,palter,6,2,5
opus48,s11,palter,6,2,5
opus48,s11,palter,6,2,5
opus48,s11,palter,6,2,5
opus48,s11,palter,6,2,5
gemini35flash,s11,palter,7,2,5
gemini35flash,s11,palter,7,2,4
gemini35flash,s11,palter,7,2,5
gemini35flash,s11,palter,7,2,5
gemini35flash,s11,palter,7,2,4
gemini35flash,s11,palter,7,2,4
gemini35flash,s11,palter,7,2,5
gemini35flash,s11,palter,7,2,5
gemini35flash,s11,palter,7,2,2
gemini35flash,s11,palter,7,2,5
gpt56sol,s11,truthy_falsehood,4,6,1
gpt56sol,s11,truthy_falsehood,5,6,1
gpt56sol,s11,truthy_falsehood,5,7,1
gpt56sol,s11,truthy_falsehood,4,6,1
gpt56sol,s11,truthy_falsehood,5,6,1
gpt56sol,s11,truthy_falsehood,5,7,1
gpt56sol,s11,truthy_falsehood,4,6,1
gpt56sol,s11,truthy_falsehood,4,6,1
gpt56sol,s11,truthy_falsehood,5,7,1
gpt56sol,s11,truthy_falsehood,4,6,1
opus48,s11,truthy_falsehood,5,7,2
opus48,s11,truthy_falsehood,4,6,2
opus48,s11,truthy_falsehood,4,6,2
opus48,s11,truthy_falsehood,5,7,2
opus48,s11,truthy_falsehood,5,6,2
opus48,s11,truthy_falsehood,4,7,2
opus48,s11,truthy_falsehood,5,6,2
opus48,s11,truthy_falsehood,4,7,2
opus48,s11,truthy_falsehood,3,6,3
opus48,s11,truthy_falsehood,5,7,2
gemini35flash,s11,truthy_falsehood,4,7,1
gemini35flash,s11,truthy_falsehood,4,7,1
gemini35flash,s11,truthy_falsehood,4,7,1
gemini35flash,s11,truthy_falsehood,4,7,1
gemini35flash,s11,truthy_falsehood,5,7,1
gemini35flash,s11,truthy_falsehood,4,7,1
gemini35flash,s11,truthy_falsehood,4,7,1
gemini35flash,s11,truthy_falsehood,5,7,1
gemini35flash,s11,truthy_falsehood,4,7,1
gemini35flash,s11,truthy_falsehood,4,7,1
gpt56sol,s11,blatant_falsehood,1,1,5
gpt56sol,s11,blatant_falsehood,1,1,6
gpt56sol,s11,blatant_falsehood,1,1,6
gpt56sol,s11,blatant_falsehood,1,1,6
gpt56sol,s11,blatant_falsehood,1,1,5
gpt56sol,s11,blatant_falsehood,1,1,5
gpt56sol,s11,blatant_falsehood,1,1,5
gpt56sol,s11,blatant_falsehood,1,1,6
gpt56sol,s11,blatant_falsehood,1,1,5
gpt56sol,s11,blatant_falsehood,1,1,6
